ngram,count,type
घटना परिषदेचे सदस्य,3,trigram
मुख्यमंत्री जिवाजीराव शिंदे,3,trigram
भारताच्या स्वातंत्र्याच्या,3,bigram
होते ज्यांनी,3,bigram
१२ डिसेंबर,3,bigram
बांधली गेली,3,bigram
परिषदेचे सदस्य,3,bigram
जिवाजीराव शिंदे,3,bigram
मुख्यमंत्री जिवाजीराव,3,bigram
चेंडू यष्ट्यांवर,3,bigram
होऊन गेले,3,bigram
करण्यात आली होती,3,trigram
हद्दीमध्ये येणारा परिसर,3,trigram
छत्रपती राजाराम महाराजांच्या,3,trigram
क्रियाशील घटकांचे प्रमाण,3,trigram
क्रिकेट नियामक मंडळ,3,trigram
ISCED स्तर 2,3,trigram
पहिला मराठी चित्रपट,3,trigram
किंवा त्यांच्या,3,bigram
मोरया गोसावी,3,bigram
त्यातील काही,3,bigram
म्हणून उपयोग,3,bigram
धर्म स्वीकारला,3,bigram
यांनी आपल्या,3,bigram
अवलंबून असते,3,bigram
आता पुन्हा,3,bigram
आजही लोकप्रिय,3,bigram
थोरल्या बाजीरावांची,3,bigram
श्री संत तुकाराम,3,trigram
आहे आणि ते,3,trigram
सुरू करण्यात आले,3,trigram
मोमीन कवठेकर यांनी,3,trigram
१८ व्या शतकात,3,trigram
आणि फक्त मराठी,3,trigram
यांचे वडील,3,bigram
करून घेतले,3,bigram
पोलिसांना सांगितलं,3,bigram
एका विशिष्ट,3,bigram
नदीच्या खोऱ्यात,3,bigram
या शब्दाची,3,bigram
यांच्या नेतृत्वाखालील,3,bigram
नेहरू आणि,3,bigram
म्हणून ओळखल्या जाणाऱ्या,3,trigram
होऊ शकत नाही,3,trigram
थंड हवेची ठिकाणे,3,trigram
झाली आहे आणि,3,trigram
जास्त गरम पाणी,3,trigram
गंगाधर नीलकंठ सहस्त्रबुद्धे,3,trigram
करत होत्या,3,bigram
केली पाहिजे,3,bigram
अंघोळ केली,3,bigram
थंड पाण्यानं,3,bigram
तिची पूजा,3,bigram
बांधण्यात आली,3,bigram
या निमित्ताने,3,bigram
हे दोन्ही,3,bigram
भारताचे पंतप्रधान म्हणून,3,trigram
मोहनदास करमचंद गांधी,3,trigram
माझे सत्याचे प्रयोग,3,trigram
तयार केला आणि,3,trigram
करता येत नाही,3,trigram
हिंदी चित्रपटगीत चित्रपट,3,trigram
प्रतिष्ठा प्राप्त करून,3,trigram
नाटक अकादमी पुरस्कार,3,trigram
उपमुख्यमंत्री अजित पवार,3,trigram
लोकशाहीर बशीर मोमीन,3,trigram
विपरीत परिणाम,3,bigram
चालू ठेवले,3,bigram
काळात त्यांनी,3,bigram
दादरा आणि,3,bigram
मंगळवार पेठ,3,bigram
१९४७ मध्ये,3,bigram
आहे ही,3,bigram
होती हे,3,bigram
विकिन्युज् इंग्रजी आवृत्ती,3,trigram
आहे हे समजून,3,trigram
योग्य आहे का,3,trigram
कामगिरी केली आहे,3,trigram
आंबेडकर राष्ट्रीय स्मारक,3,trigram
कलेक्टिव्ह न्यूजरूमचे प्रकाशन,3,trigram
बीबीसीसाठी कलेक्टिव्ह न्यूजरूमचे,3,trigram
राज ठाकरे यांनी,3,trigram
तेज प्रताप यादव,3,trigram
जानेवारी इ,3,bigram
नाही तोपर्यंत,3,bigram
धर्माचा स्वीकार,3,bigram
१९४८ रोजी,3,bigram
आपल्या मुलांना,3,bigram
केला जात,3,bigram
करून घेतली,3,bigram
मोरया मंगल मूर्ती,3,trigram
बाप्पा मोरया मंगल,3,trigram
कॅप्टन अमरिंदर सिंग,3,trigram
देण्यात आली होती,3,trigram
स्वीकार केला होता,3,trigram
१९४७ रोजी संविधान,3,trigram
इंग्रजी आवृत्ती बातम्या,3,trigram
अशा ठिकाणी,3,bigram
आहे अशा,3,bigram
प्रमाण कमी,3,bigram
पावसाचे प्रमाण,3,bigram
व मराठी,3,bigram
भाषा संस्कृत,3,bigram
कवी बशीर,3,bigram
लेखक व,3,bigram
आहे असे दिसते,3,trigram
दक्षिण भारतात या,3,trigram
बौद्ध धर्माचा प्रसार,3,trigram
मोठ्या प्रमाणावर बौद्ध,3,trigram
काळात मोठ्या प्रमाणावर,3,trigram
या काळात मोठ्या,3,trigram
स्थापना करण्यात आली,3,trigram
माध्यमिक व उच्च,3,trigram
एम महाजन म्हणतात,3,trigram
डी एम महाजन,3,trigram
डॉ डी एम,3,trigram
मंगल मूर्ती मोरया,3,trigram
नाही याची काळजी,3,trigram
ऑफ टेक्नॉलॉजी,3,bigram
केलेले आहे,3,bigram
हे संत,3,bigram
काम हे,3,bigram
होता असं,3,bigram
संगणक टंक,3,bigram
औरंगजेबच्या मृत्यूनंतर,3,bigram
हे छत्रपती शिवाजी,3,trigram
दत्तात्रेय विष्णू पलुसकर,3,trigram
तर काही ठिकाणी,3,trigram
आणि संस्कृती मंडळ,3,trigram
साहित्य आणि संस्कृती,3,trigram
राज्य साहित्य आणि,3,trigram
का अशी शंका,3,trigram
जर शेवटी फलंदाजी,3,trigram
आणि ह्या,3,bigram
बहादूर शास्त्री,3,bigram
लाल बहादूर,3,bigram
पोटगी मिळाली पतीच्या,3,trigram
सातपट पोटगी मिळाली,3,trigram
सुटली सातपट पोटगी,3,trigram
साथ सुटली सातपट,3,trigram
जन्माची साथ सुटली,3,trigram
सात जन्माची साथ,3,trigram
करणे आवश्यक आहे,3,trigram
उपस्थित केला आहे,3,trigram
आणि इतर अनेक,3,trigram
करण्यात आले आहेत,3,trigram
करण्यात आलं होतं,3,trigram
पराभव झाला व,3,trigram
माहिती समोर आली,3,trigram
केल्या जातात,3,bigram
मध्ये ते,3,bigram
करते आहे,3,bigram
२०१९ रोजी पाहिले,3,trigram
इन्स्टिटयूट ऑफ मॅनेजमेण्ट,3,trigram
मनाचे श्लोक या,3,trigram
तो करार रद्द,3,trigram
उत्तर व दक्षिण,3,trigram
म्हणून ओळखले जातात,3,trigram
समिती स्थापन केली,3,trigram
विजय मिळवता आला,3,trigram
एका चुकीमुळं विभक्त,3,trigram
पतीच्या एका चुकीमुळं,3,trigram
मिळाली पतीच्या एका,3,trigram
१७ व्या,3,bigram
येथे या,3,bigram
इंग्रज मराठा,3,bigram
युक्तिवाद केला,3,bigram
दाखल केले,3,bigram
नाव दाखल,3,bigram
भीमरावाचे नाव,3,bigram
नोव्हेंबर महिन्यात,3,bigram
त्यांचं म्हणणं आहे,3,trigram
सुरुवात केली आणि,3,trigram
02 रोजी मूळ,3,trigram
कार्तिक शुद्ध प्रतिपदा,3,trigram
लक्ष्मीपूजन आश्विन अमावास्या,3,trigram
आश्विन कृष्ण चतुर्दशी,3,trigram
अर्थमंत्री विश्वासराव दाभाडे,3,trigram
कार्यकर्ते विजय कुंभार,3,trigram
सामाजिक कार्यकर्ते विजय,3,trigram
यांनी इ,3,bigram
केली तेव्हा,3,bigram
लक्षात येत,3,bigram
तेराव्या वर्षी,3,bigram
एक शहर,3,bigram
अभिनव भारत मंदिर,3,trigram
अनुक्रमणिका पानांची यादी,3,trigram
सर्व अनुक्रमणिका पानांची,3,trigram
सरस्वती नदी ही,3,trigram
03 14 रोजी,3,trigram
म्हणून ओळखले जाणारे,3,trigram
असल्याचे दिसून येते,3,trigram
मराठा साम्राज्याची स्थापना,3,trigram
करायला सुरुवात केली,3,trigram
च्या नोव्हेंबर,3,bigram
रहिवासी होते,3,bigram
मराठा युद्धात,3,bigram
जब्बार पटेल यांनी,3,trigram
कारागीर पुरस्कार मिळाला,3,trigram
वाद्य कारागीर पुरस्कार,3,trigram
संस्थेतर्फे वाद्य कारागीर,3,trigram
गानसंवर्धन संस्थेतर्फे वाद्य,3,trigram
यांना गानसंवर्धन संस्थेतर्फे,3,trigram
होऊ शकला नाही,3,trigram
सुन्या सुन्या मैफलीत,3,trigram
वेद प्रताप वैदिक,3,trigram
हिंदू कोड बिलाच्या,3,trigram
पं नेहरू हे,3,trigram
प्रमुख नद्या आहेत,3,trigram
राज्य मार्ग परिवहन,3,trigram
महाराष्ट्र राज्य मार्ग,3,trigram
च्या अंकात,3,bigram
करण्याची मागणी,3,bigram
उत्तर भागात,3,bigram
झाला असून,3,bigram
एकनाथी भागवत,3,bigram
राजकीय पक्ष,3,bigram
डिस्कव्हरी ऑफ,3,bigram
मराठी कविता,3,bigram
म्हणजे ती,3,bigram
२६ जानेवारी १९५०,3,trigram
प्रयत्न करत आहेत,3,trigram
24 रोजी मूळ,3,trigram
यांनी संगीतबद्ध केलेल्या,3,trigram
नोव्हेंबर 2012 रोजी,3,trigram
मराठीशी बोलताना सांगितलं,3,trigram
प्रदान करण्यात आली,3,trigram
खालिद का शिवाजी,3,trigram
मुख्य भाषा मराठी,3,trigram
चालू आहे,3,bigram
विचारणा केली,3,bigram
अतिशय लोकप्रिय,3,bigram
असलेला हा,3,bigram
हिंदू कोड बिल,3,trigram
असेल तर ते,3,trigram
यांनी संगीतबद्ध केलेली,3,trigram
पेठ ही पेठ,3,trigram
गिरी यांच्या कार्यालयात,3,trigram
माया गिरी यांच्या,3,trigram
जानेवारी १९५० रोजी,3,trigram
म्हणून त्यांना,3,bigram
व महाराष्ट्रात,3,bigram
संपन्न व,3,bigram
मराठी आहे,3,bigram
भागात असलेल्या,3,bigram
मध्ये महाराष्ट्र,3,bigram
संरक्षण प्रबोधिनी,3,bigram
डॉ मुजम्मिल,3,bigram
करण्यात आला आणि,3,trigram
am Bihar Election,3,trigram
शिवाजी महाराज आणि,3,trigram
प्रगती केली आहे,3,trigram
असा समज आहे,3,trigram
हत्या करण्यात आली,3,trigram
वसंत कानेटकर,3,bigram
तरी पण,3,bigram
हे देखील,3,bigram
रस्ते आणि,3,bigram
भारताच्या स्वातंत्र्यानंतर,3,bigram
काही नियम,3,bigram
भारताच्या विविध,3,bigram
सरदार वल्लभभाई पटेल,3,trigram
मसुदा समितीचे अध्यक्ष,3,trigram
परिणाम झाला आहे,3,trigram
म्हणून ओळखली जाते,3,trigram
महाराष्ट्राची सांस्कृतिक राजधानी,3,trigram
ही महाराष्ट्राची सांस्कृतिक,3,trigram
रिस्क घेत नाही,3,trigram
मी कधीच रिस्क,3,trigram
कारण मी कधीच,3,trigram
नाही कारण मी,3,trigram
पत्ता लागत नाही,3,trigram
म्हणून काम केले,3,trigram
विरोध केला व,3,trigram
स्मिता पाटील यांनी,3,trigram
रमाबाई आंबेडकर यांच्या,3,trigram
एजन्सीजने म्हटलं होतं,3,trigram
जून १९२८ रोजी,3,trigram
समितीचे अध्यक्ष म्हणून,3,trigram
एक्झिट पोल,3,bigram
निर्मिती झाली,3,bigram
विकली जातात,3,bigram
चेंडू टाकावा,3,bigram
धाव दिली,3,bigram
अतिरिक्त धाव,3,bigram
मध्ये औरंगजेब,3,bigram
१७०७ मध्ये,3,bigram
भारतीय राष्ट्रीय काँग्रेसमध्ये,3,trigram
गोपाळ कृष्ण गोखले,3,trigram
आणि भारतीय राष्ट्रीय,3,trigram
हे आंदोलन मागे,3,trigram
आंबेडकर हा सन,3,trigram
करण्यास सुरुवात केली,3,trigram
आहे अशी माहिती,3,trigram
म्हणूनही ओळखले जाते,3,trigram
लिमिटेड शिरोली,3,bigram
प्रमुख शहरे,3,bigram
ही प्रमुख,3,bigram
नदी आहे,3,bigram
कर्णधार हरमनप्रीत,3,bigram
हनुमान व्यायाम प्रसारक,3,trigram
एक किंवा दोन,3,trigram
19 रोजी मूळ,3,trigram
महाराष्ट्र राज्य माध्यमिक,3,trigram
आंबेडकर आंतरराष्ट्रीय विमानतळ,3,trigram
बाबासाहेब आंबेडकर आंतरराष्ट्रीय,3,trigram
ज्यात आंबेडकर यांची,3,trigram
आहे ज्यात आंबेडकर,3,trigram
आधारित एक मराठी,3,trigram
सुरू झालेला,3,bigram
आलेल्या एका,3,bigram
जिल्ह्याचे प्रशासकीय,3,bigram
यांना दोन,3,bigram
करत असतात,3,bigram
नियंत्रण मिळवले,3,bigram
नॅशनल सेंटर फॉर,3,trigram
राष्ट्रीय रासायनिक प्रयोगशाळा,3,trigram
नावानेही ओळखले जाते,3,trigram
या नावानेही ओळखले,3,trigram
हेल्थ क्लबचा तरण,3,trigram
पुरस्कार दिला जातो,3,trigram
साखर कारखाना आहे,3,trigram
छत्रपती शिवाजी महाराजांच्या,3,trigram
12 रोजी मूळ,3,trigram
लोकप्रिय खेळ आहे,3,trigram
का हा प्रश्न,3,trigram
बहाल करण्यात आला,3,trigram
यांनी बीबीसी मराठीशी,3,trigram
कमी होत जाते,3,trigram
स्वातंत्र्य समता बंधुता,3,trigram
या आंतरराष्ट्रीय सर्वेक्षणामध्ये,3,trigram
इंडियन या आंतरराष्ट्रीय,3,trigram
ग्रेटेस्ट इंडियन या,3,trigram
इंडियाच्या द ग्रेटेस्ट,3,trigram
आऊटलुक इंडियाच्या द,3,trigram
झालेल्या आऊटलुक इंडियाच्या,3,trigram
मध्ये झालेल्या आऊटलुक,3,trigram
२०१२ मध्ये झालेल्या,3,trigram
अल फलाह चॅरिटेबल,3,trigram
सुरुवात केली होती,3,trigram
थोरले बाजीराव पेशवे,3,trigram
प्रताधिकार मुक्त,3,bigram
तर पुढे काय,3,trigram
आणि पहिल्या महिला,3,trigram
घानासारख्या देशांचं पासपोर्ट,3,trigram
रवांडा घानासारख्या देशांचं,3,trigram
असणाऱ्या रवांडा घानासारख्या,3,trigram
मराठा साम्राज्याचे पेशवे,3,trigram
बाजीराव पेशवे मराठा,3,trigram
विशेष महत्त्व आहे,3,trigram
या प्रश्नाचं उत्तर,3,trigram
किमी अंतरावर आहे,3,trigram
यांच्याशी चर्चा केली,3,trigram
म्हणून ओळखले जाऊ,3,trigram
पीटीआयने दिलेल्या वृत्तानुसार,3,trigram
विकसित झाले,3,bigram
निवडणूक लढवली,3,bigram
राज्याची निर्मिती,3,bigram
आणखी काही,3,bigram
शक्यता असते,3,bigram
विकसित केला,3,bigram
सध्या सुरू आहे,3,trigram
13 रोजी मूळ,3,trigram
संस्कृती कोश खंड,3,trigram
भारतीय संस्कृती कोश,3,trigram
१ २ ३,3,trigram
भाग १ २,3,trigram
नोव्हेंबर १९३१ रोजी,3,trigram
च्या बिहार विधानसभा,3,trigram
गाणी रेकॉर्ड केली,3,trigram
नाव दिले आहे,3,trigram
भारतापेक्षा चांगलं का,3,trigram
आहे ज्यामध्ये,3,bigram
